label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33,x34,y34,z34,x35,y35,z35,x36,y36,z36,x37,y37,z37,x38,y38,z38,x39,y39,z39,x40,y40,z40,x41,y41,z41
african beer,0.0,0.0,0.0,-0.013324737548828125,-0.04668581485748291,0.0017809098021182024,-0.03304857015609741,-0.06715595722198486,0.002126645030738672,-0.048742473125457764,-0.07100361585617065,0.0015687734953182542,-0.05940133333206177,-0.07640081644058228,0.00025543389660853677,-0.04650771617889404,-0.052463531494140625,-0.000833104048570732,-0.06643253564834595,-0.04468190670013428,-0.005150182904390732,-0.07767724990844727,-0.03854525089263916,-0.00953496972629253,-0.08776742219924927,-0.032025694847106934,-0.012537521110562722,-0.0463714599609375,-0.02838873863220215,-0.004117545006511847,-0.06727105379104614,-0.020814180374145508,-0.0072472940997165836,-0.08049005270004272,-0.014519095420837402,-0.010530103729752938,-0.09170940518379211,-0.008073747158050537,-0.013612007522670666,-0.043541669845581055,-0.004437804222106934,-0.007323206202773491,-0.06367480754852295,0.0017622709274291992,-0.009865742908505837,-0.07651913166046143,0.0065801143646240234,-0.011923818649439255,-0.08681139349937439,0.012079715728759766,-0.013892683000950257,-0.038665592670440674,0.01863795518875122,-0.01036693694600288,-0.0540776252746582,0.022150754928588867,-0.012370880493609349,-0.06369847059249878,0.024190127849578857,-0.012893686802772919,-0.07127374410629272,0.027746260166168213,-0.013384476104466358,0.0,0.0,0.0,0.017163991928100586,-0.044407665729522705,0.00016931496996264173,0.03090730309486389,-0.07839781045913696,-0.0023594806969136073,0.043196022510528564,-0.10098367929458618,-0.005696845340725787,0.05414009094238281,-0.11963707208633423,-0.009146855312582858,0.014668703079223633,-0.08156222105026245,-0.003188696789738543,0.01816156506538391,-0.08999723196029663,-0.00818926478475035,0.02560994029045105,-0.08703351020812988,-0.0127366866052121,0.031681835651397705,-0.08487778902053833,-0.016233165848252185,0.008944332599639893,-0.06233721971511841,-0.006795049279180176,0.016463100910186768,-0.06629067659378052,-0.01092525115906895,0.02727419137954712,-0.060658156871795654,-0.013820451784130938,0.034908026456832886,-0.05452466011047363,-0.01694244808256329,0.005058914422988892,-0.041205406188964844,-0.010601104336974032,0.013959109783172607,-0.044103801250457764,-0.014540865185853846,0.02327030897140503,-0.043634772300720215,-0.015273984621462233,0.03028145432472229,-0.04261445999145508,-0.016422010126706965,0.002183198928833008,-0.01834571361541748,-0.0145337126284808,0.00991162657737732,-0.021043777465820312,-0.016779835435745127,0.015813350677490234,-0.021519482135772705,-0.016475807043907054,0.019639700651168823,-0.02140277624130249,-0.01678239284753502
african beer,-0.0,0.0,0.0,0.013324737548828125,-0.04668581485748291,0.0017809098021182024,0.03304857015609741,-0.06715595722198486,0.002126645030738672,0.048742473125457764,-0.07100361585617065,0.0015687734953182542,0.05940133333206177,-0.07640081644058228,0.00025543389660853677,0.04650771617889404,-0.052463531494140625,-0.000833104048570732,0.06643253564834595,-0.04468190670013428,-0.005150182904390732,0.07767724990844727,-0.03854525089263916,-0.00953496972629253,0.08776742219924927,-0.032025694847106934,-0.012537521110562722,0.0463714599609375,-0.02838873863220215,-0.004117545006511847,0.06727105379104614,-0.020814180374145508,-0.0072472940997165836,0.08049005270004272,-0.014519095420837402,-0.010530103729752938,0.09170940518379211,-0.008073747158050537,-0.013612007522670666,0.043541669845581055,-0.004437804222106934,-0.007323206202773491,0.06367480754852295,0.0017622709274291992,-0.009865742908505837,0.07651913166046143,0.0065801143646240234,-0.011923818649439255,0.08681139349937439,0.012079715728759766,-0.013892683000950257,0.038665592670440674,0.01863795518875122,-0.01036693694600288,0.0540776252746582,0.022150754928588867,-0.012370880493609349,0.06369847059249878,0.024190127849578857,-0.012893686802772919,0.07127374410629272,0.027746260166168213,-0.013384476104466358,-0.0,0.0,0.0,-0.017163991928100586,-0.044407665729522705,0.00016931496996264173,-0.03090730309486389,-0.07839781045913696,-0.0023594806969136073,-0.043196022510528564,-0.10098367929458618,-0.005696845340725787,-0.05414009094238281,-0.11963707208633423,-0.009146855312582858,-0.014668703079223633,-0.08156222105026245,-0.003188696789738543,-0.01816156506538391,-0.08999723196029663,-0.00818926478475035,-0.02560994029045105,-0.08703351020812988,-0.0127366866052121,-0.031681835651397705,-0.08487778902053833,-0.016233165848252185,-0.008944332599639893,-0.06233721971511841,-0.006795049279180176,-0.016463100910186768,-0.06629067659378052,-0.01092525115906895,-0.02727419137954712,-0.060658156871795654,-0.013820451784130938,-0.034908026456832886,-0.05452466011047363,-0.01694244808256329,-0.005058914422988892,-0.041205406188964844,-0.010601104336974032,-0.013959109783172607,-0.044103801250457764,-0.014540865185853846,-0.02327030897140503,-0.043634772300720215,-0.015273984621462233,-0.03028145432472229,-0.04261445999145508,-0.016422010126706965,-0.002183198928833008,-0.01834571361541748,-0.0145337126284808,-0.00991162657737732,-0.021043777465820312,-0.016779835435745127,-0.015813350677490234,-0.021519482135772705,-0.016475807043907054,-0.019639700651168823,-0.02140277624130249,-0.01678239284753502
african beer,0.0,0.0,0.0,0.011388152837753296,-0.03506046533584595,-0.00016492366265197234,0.030599236488342285,-0.06265360116958618,-0.002569731103704953,0.04656115174293518,-0.07843267917633057,-0.005368487921060705,0.0577796995639801,-0.09643948078155518,-0.007203956146241808,0.0246562659740448,-0.06903469562530518,-0.008383221935929441,0.048397988080978394,-0.06922590732574463,-0.01524172258794465,0.0438898503780365,-0.05939573049545288,-0.017922122974397325,0.03646770119667053,-0.056154847145080566,-0.018531124119164133,0.022643566131591797,-0.0476040244102478,-0.011668996897043371,0.0493619441986084,-0.043098390102386475,-0.01619985607683816,0.0433221161365509,-0.03763008117675781,-0.014800371613802099,0.035044461488723755,-0.03760713338851929,-0.013708862487675333,0.020830482244491577,-0.022839725017547607,-0.015046826575400019,0.0454423725605011,-0.02037334442138672,-0.017681154434086466,0.03942057490348816,-0.017235159873962402,-0.012784543458820963,0.031973302364349365,-0.016966640949249268,-0.009697888058127546,0.018826782703399658,0.002554655075073242,-0.018563720409275675,0.03842294216156006,7.50422477722168e-05,-0.018282576475741052,0.032798439264297485,0.00013881921768188477,-0.013406479742826605,0.024917632341384888,-6.67572021484375e-05,-0.010391256783606195,0.0,0.0,0.0,-0.014356851577758789,-0.049179673194885254,0.0008032983386669912,-0.03616952896118164,-0.0711020827293396,0.0008748591280323126,-0.053085148334503174,-0.0761374831199646,0.00038061671506284256,-0.06450742483139038,-0.0793071985244751,-0.0008220334203201674,-0.04584777355194092,-0.05339324474334717,-0.002100586054496034,-0.06582945585250854,-0.041567325592041016,-0.006882594992987379,-0.07682597637176514,-0.03261464834213257,-0.011565017142913803,-0.08637243509292603,-0.024695634841918945,-0.014711617121122345,-0.04408484697341919,-0.02909928560256958,-0.004915488978497251,-0.06470274925231934,-0.016849517822265625,-0.008240574599824413,-0.07747232913970947,-0.009014546871185303,-0.011719896087072357,-0.08775216341018677,-0.0014789104461669922,-0.015099632182739242,-0.04030966758728027,-0.005581796169281006,-0.0077157240376095615,-0.06010633707046509,0.004722237586975098,-0.010436556862316593,-0.07274508476257324,0.010396897792816162,-0.012880859525523647,-0.08299833536148071,0.015926897525787354,-0.015285809153340324,-0.034793078899383545,0.016194701194763184,-0.010427123495958313,-0.050116658210754395,0.023667752742767334,-0.01262595653685139,-0.0602911114692688,0.026852726936340332,-0.013627617248914703,-0.0687704086303711,0.031079590320587158,-0.014612699487827285
african beer,-0.0,0.0,0.0,-0.011388152837753296,-0.03506046533584595,-0.00016492366265197234,-0.030599236488342285,-0.06265360116958618,-0.002569731103704953,-0.04656115174293518,-0.07843267917633057,-0.005368487921060705,-0.0577796995639801,-0.09643948078155518,-0.007203956146241808,-0.0246562659740448,-0.06903469562530518,-0.008383221935929441,-0.048397988080978394,-0.06922590732574463,-0.01524172258794465,-0.0438898503780365,-0.05939573049545288,-0.017922122974397325,-0.03646770119667053,-0.056154847145080566,-0.018531124119164133,-0.022643566131591797,-0.0476040244102478,-0.011668996897043371,-0.0493619441986084,-0.043098390102386475,-0.01619985607683816,-0.0433221161365509,-0.03763008117675781,-0.014800371613802099,-0.035044461488723755,-0.03760713338851929,-0.013708862487675333,-0.020830482244491577,-0.022839725017547607,-0.015046826575400019,-0.0454423725605011,-0.02037334442138672,-0.017681154434086466,-0.03942057490348816,-0.017235159873962402,-0.012784543458820963,-0.031973302364349365,-0.016966640949249268,-0.009697888058127546,-0.018826782703399658,0.002554655075073242,-0.018563720409275675,-0.03842294216156006,7.50422477722168e-05,-0.018282576475741052,-0.032798439264297485,0.00013881921768188477,-0.013406479742826605,-0.024917632341384888,-6.67572021484375e-05,-0.010391256783606195,-0.0,0.0,0.0,0.014356851577758789,-0.049179673194885254,0.0008032983386669912,0.03616952896118164,-0.0711020827293396,0.0008748591280323126,0.053085148334503174,-0.0761374831199646,0.00038061671506284256,0.06450742483139038,-0.0793071985244751,-0.0008220334203201674,0.04584777355194092,-0.05339324474334717,-0.002100586054496034,0.06582945585250854,-0.041567325592041016,-0.006882594992987379,0.07682597637176514,-0.03261464834213257,-0.011565017142913803,0.08637243509292603,-0.024695634841918945,-0.014711617121122345,0.04408484697341919,-0.02909928560256958,-0.004915488978497251,0.06470274925231934,-0.016849517822265625,-0.008240574599824413,0.07747232913970947,-0.009014546871185303,-0.011719896087072357,0.08775216341018677,-0.0014789104461669922,-0.015099632182739242,0.04030966758728027,-0.005581796169281006,-0.0077157240376095615,0.06010633707046509,0.004722237586975098,-0.010436556862316593,0.07274508476257324,0.010396897792816162,-0.012880859525523647,0.08299833536148071,0.015926897525787354,-0.015285809153340324,0.034793078899383545,0.016194701194763184,-0.010427123495958313,0.050116658210754395,0.023667752742767334,-0.01262595653685139,0.0602911114692688,0.026852726936340332,-0.013627617248914703,0.0687704086303711,0.031079590320587158,-0.014612699487827285
african beer,0.0,0.0,0.0,-0.015290498733520508,-0.04764610528945923,0.0002584297298255933,-0.03812241554260254,-0.06800216436386108,-0.00015018257826682202,-0.055636048316955566,-0.07166790962219238,-0.0010097505611099677,-0.06799203157424927,-0.0748339295387268,-0.0025720338190637904,-0.045094966888427734,-0.050076961517333984,-0.0027353344804339486,-0.06457233428955078,-0.036461472511291504,-0.007418167343615778,-0.07478082180023193,-0.027456164360046387,-0.011955858240156658,-0.08369171619415283,-0.01948690414428711,-0.015170670146375187,-0.04274410009384155,-0.025894343852996826,-0.005393322123467215,-0.06298249959945679,-0.010921001434326172,-0.00873109049561549,-0.07533329725265503,-0.0021581053733825684,-0.012278012031941898,-0.08533626794815063,0.00660938024520874,-0.01586949362817336,-0.038355886936187744,-0.0024115443229675293,-0.008053738655775078,-0.05801934003829956,0.009870588779449463,-0.010893597299485691,-0.07044786214828491,0.017064273357391357,-0.013311282763510235,-0.08042645454406738,0.02378898859024048,-0.015823478842406757,-0.03244161605834961,0.01882040500640869,-0.01063172988060046,-0.0476035475730896,0.028185129165649414,-0.013248412901788242,-0.057595789432525635,0.03279292583465576,-0.014532608943312653,-0.06587302684783936,0.037921011447906494,-0.015785791943102367,0.0,0.0,0.0,0.012031495571136475,-0.032012939453125,-0.0016329475696608142,0.031440943479537964,-0.058348000049591064,-0.003413505365088554,0.04726514220237732,-0.07274311780929565,-0.005013710332050891,0.058337271213531494,-0.08912962675094604,-0.006263262570783468,0.02377861738204956,-0.06444019079208374,-0.006684360538557144,0.03789860010147095,-0.07098078727722168,-0.011477792148426147,0.046416670083999634,-0.06665652990341187,-0.014105853137508007,0.053178489208221436,-0.06313669681549072,-0.015717106384173007,0.02177533507347107,-0.04370927810668945,-0.008849581216409774,0.03808218240737915,-0.04496133327484131,-0.012318319153919788,0.047746628522872925,-0.040673017501831055,-0.013311766532197566,0.055297255516052246,-0.03789198398590088,-0.014476557706430526,0.020035386085510254,-0.019138097763061523,-0.011213531230524154,0.036459535360336304,-0.020702600479125977,-0.015119748634234043,0.045947134494781494,-0.01745450496673584,-0.01485344160063562,0.05342686176300049,-0.016695678234100342,-0.014818580334022613,0.018463224172592163,0.0070909857749938965,-0.013622768667474361,0.03227376937866211,0.0026915669441223145,-0.016616123241320224,0.03739604353904724,0.003193676471710205,-0.01573303945077953,0.041371047496795654,0.0028467178344726562,-0.01513185489638147
african beer,-0.0,0.0,0.0,0.015290498733520508,-0.04764610528945923,0.0002584297298255933,0.03812241554260254,-0.06800216436386108,-0.00015018257826682202,0.055636048316955566,-0.07166790962219238,-0.0010097505611099677,0.06799203157424927,-0.0748339295387268,-0.0025720338190637904,0.045094966888427734,-0.050076961517333984,-0.0027353344804339486,0.06457233428955078,-0.036461472511291504,-0.007418167343615778,0.07478082180023193,-0.027456164360046387,-0.011955858240156658,0.08369171619415283,-0.01948690414428711,-0.015170670146375187,0.04274410009384155,-0.025894343852996826,-0.005393322123467215,0.06298249959945679,-0.010921001434326172,-0.00873109049561549,0.07533329725265503,-0.0021581053733825684,-0.012278012031941898,0.08533626794815063,0.00660938024520874,-0.01586949362817336,0.038355886936187744,-0.0024115443229675293,-0.008053738655775078,0.05801934003829956,0.009870588779449463,-0.010893597299485691,0.07044786214828491,0.017064273357391357,-0.013311282763510235,0.08042645454406738,0.02378898859024048,-0.015823478842406757,0.03244161605834961,0.01882040500640869,-0.01063172988060046,0.0476035475730896,0.028185129165649414,-0.013248412901788242,0.057595789432525635,0.03279292583465576,-0.014532608943312653,0.06587302684783936,0.037921011447906494,-0.015785791943102367,-0.0,0.0,0.0,-0.012031495571136475,-0.032012939453125,-0.0016329475696608142,-0.031440943479537964,-0.058348000049591064,-0.003413505365088554,-0.04726514220237732,-0.07274311780929565,-0.005013710332050891,-0.058337271213531494,-0.08912962675094604,-0.006263262570783468,-0.02377861738204956,-0.06444019079208374,-0.006684360538557144,-0.03789860010147095,-0.07098078727722168,-0.011477792148426147,-0.046416670083999634,-0.06665652990341187,-0.014105853137508007,-0.053178489208221436,-0.06313669681549072,-0.015717106384173007,-0.02177533507347107,-0.04370927810668945,-0.008849581216409774,-0.03808218240737915,-0.04496133327484131,-0.012318319153919788,-0.047746628522872925,-0.040673017501831055,-0.013311766532197566,-0.055297255516052246,-0.03789198398590088,-0.014476557706430526,-0.020035386085510254,-0.019138097763061523,-0.011213531230524154,-0.036459535360336304,-0.020702600479125977,-0.015119748634234043,-0.045947134494781494,-0.01745450496673584,-0.01485344160063562,-0.05342686176300049,-0.016695678234100342,-0.014818580334022613,-0.018463224172592163,0.0070909857749938965,-0.013622768667474361,-0.03227376937866211,0.0026915669441223145,-0.016616123241320224,-0.03739604353904724,0.003193676471710205,-0.01573303945077953,-0.041371047496795654,0.0028467178344726562,-0.01513185489638147
african beer,0.0,0.0,0.0,-0.017062366008758545,-0.051064908504486084,-0.0024951723552817384,-0.040191829204559326,-0.07386362552642822,-0.004258819544645576,-0.0591965913772583,-0.07762390375137329,-0.005991311432751445,-0.07258617877960205,-0.07738274335861206,-0.008464560067238835,-0.03903228044509888,-0.056860148906707764,-0.004019177207680968,-0.0583454966545105,-0.041852712631225586,-0.010171987270894078,-0.06915402412414551,-0.02827775478363037,-0.016283008424522905,-0.07851338386535645,-0.017194747924804688,-0.020601677862885026,-0.03572261333465576,-0.03140711784362793,-0.005715238084974317,-0.05658876895904541,-0.012933552265167236,-0.009793836777987508,-0.06947290897369385,-0.002100229263305664,-0.014615461384835271,-0.07960844039916992,0.008311450481414795,-0.01961076554465535,-0.031654417514801025,-0.006370723247528076,-0.007785483883651523,-0.051457762718200684,0.007853567600250244,-0.011863206667783288,-0.06460064649581909,0.01508718729019165,-0.015091024493756322,-0.07478415966033936,0.02198481559753418,-0.018246554924132852,-0.026844441890716553,0.015888094902038574,-0.010006973674478559,-0.042795777320861816,0.026990115642547607,-0.013795406712176828,-0.05326777696609497,0.03231841325759888,-0.0155515076275492,-0.06192004680633545,0.038260698318481445,-0.017197181625249414,0.0,0.0,0.0,0.013916254043579102,-0.03526139259338379,-0.0021289623027520577,0.034275203943252563,-0.06067460775375366,-0.0038154838757442633,0.051515161991119385,-0.0753137469291687,-0.005293043904178063,0.0638311505317688,-0.0910719633102417,-0.006486228309743325,0.02965313196182251,-0.06088024377822876,-0.006020451538436333,0.045271217823028564,-0.0625486969947815,-0.010628168579362551,0.05373695492744446,-0.05749523639678955,-0.013253477510236422,0.06071215867996216,-0.05346721410751343,-0.015032582093201796,0.02708303928375244,-0.03733628988265991,-0.007939952533863703,0.04463601112365723,-0.03595763444900513,-0.011149775345050017,0.05513066053390503,-0.031227588653564453,-0.01265987764688603,0.06343302130699158,-0.02686864137649536,-0.014371398013256709,0.02411717176437378,-0.011820733547210693,-0.01011015858145825,0.04069387912750244,-0.01087188720703125,-0.013722601454876582,0.051530659198760986,-0.007385671138763428,-0.014219263676725546,0.060311198234558105,-0.005202174186706543,-0.014885935109280268,0.021143466234207153,0.014324963092803955,-0.012386326786302249,0.034562915563583374,0.013408541679382324,-0.01515903986635081,0.0424647331237793,0.013642609119415283,-0.015057608593426863,0.04947549104690552,0.013815343379974365,-0.015174117978833834
african beer,-0.0,0.0,0.0,0.017062366008758545,-0.051064908504486084,-0.0024951723552817384,0.040191829204559326,-0.07386362552642822,-0.004258819544645576,0.0591965913772583,-0.07762390375137329,-0.005991311432751445,0.07258617877960205,-0.07738274335861206,-0.008464560067238835,0.03903228044509888,-0.056860148906707764,-0.004019177207680968,0.0583454966545105,-0.041852712631225586,-0.010171987270894078,0.06915402412414551,-0.02827775478363037,-0.016283008424522905,0.07851338386535645,-0.017194747924804688,-0.020601677862885026,0.03572261333465576,-0.03140711784362793,-0.005715238084974317,0.05658876895904541,-0.012933552265167236,-0.009793836777987508,0.06947290897369385,-0.002100229263305664,-0.014615461384835271,0.07960844039916992,0.008311450481414795,-0.01961076554465535,0.031654417514801025,-0.006370723247528076,-0.007785483883651523,0.051457762718200684,0.007853567600250244,-0.011863206667783288,0.06460064649581909,0.01508718729019165,-0.015091024493756322,0.07478415966033936,0.02198481559753418,-0.018246554924132852,0.026844441890716553,0.015888094902038574,-0.010006973674478559,0.042795777320861816,0.026990115642547607,-0.013795406712176828,0.05326777696609497,0.03231841325759888,-0.0155515076275492,0.06192004680633545,0.038260698318481445,-0.017197181625249414,-0.0,0.0,0.0,-0.013916254043579102,-0.03526139259338379,-0.0021289623027520577,-0.034275203943252563,-0.06067460775375366,-0.0038154838757442633,-0.051515161991119385,-0.0753137469291687,-0.005293043904178063,-0.0638311505317688,-0.0910719633102417,-0.006486228309743325,-0.02965313196182251,-0.06088024377822876,-0.006020451538436333,-0.045271217823028564,-0.0625486969947815,-0.010628168579362551,-0.05373695492744446,-0.05749523639678955,-0.013253477510236422,-0.06071215867996216,-0.05346721410751343,-0.015032582093201796,-0.02708303928375244,-0.03733628988265991,-0.007939952533863703,-0.04463601112365723,-0.03595763444900513,-0.011149775345050017,-0.05513066053390503,-0.031227588653564453,-0.01265987764688603,-0.06343302130699158,-0.02686864137649536,-0.014371398013256709,-0.02411717176437378,-0.011820733547210693,-0.01011015858145825,-0.04069387912750244,-0.01087188720703125,-0.013722601454876582,-0.051530659198760986,-0.007385671138763428,-0.014219263676725546,-0.060311198234558105,-0.005202174186706543,-0.014885935109280268,-0.021143466234207153,0.014324963092803955,-0.012386326786302249,-0.034562915563583374,0.013408541679382324,-0.01515903986635081,-0.0424647331237793,0.013642609119415283,-0.015057608593426863,-0.04947549104690552,0.013815343379974365,-0.015174117978833834
african beer,0.0,0.0,0.0,0.0152510404586792,-0.03235906362533569,-0.0032020724264185674,0.03646308183670044,-0.05738013982772827,-0.005402338307092691,0.05331015586853027,-0.07203316688537598,-0.007122686680148149,0.06533476710319519,-0.08815336227416992,-0.008566215250382925,0.027969568967819214,-0.05339550971984863,-0.00848808194298556,0.0398918092250824,-0.053929150104522705,-0.013791157480071092,0.047868818044662476,-0.04771101474761963,-0.017030470620582605,0.055104464292526245,-0.042718470096588135,-0.019356150727460886,0.024082332849502563,-0.029139041900634766,-0.010002442251632715,0.03819206357002258,-0.026500940322875977,-0.014256550546477342,0.048288971185684204,-0.020080208778381348,-0.016119672532866502,0.056504637002944946,-0.014714598655700684,-0.018124877091239,0.02024194598197937,-0.0034341812133789062,-0.011770343024025465,0.034659743309020996,-0.0013636946678161621,-0.01679654287893584,0.04495742917060852,0.004801392555236816,-0.017576538573692346,0.05325049161911011,0.00844419002532959,-0.018196754704902673,0.016375958919525146,0.022124648094177246,-0.01362702305216601,0.029219359159469604,0.023190736770629883,-0.017571725498626733,0.036680638790130615,0.026400625705718994,-0.017765708815048242,0.0430031418800354,0.029021620750427246,-0.018005075480530763,0.0,0.0,0.0,-0.017159104347229004,-0.05007338523864746,-0.002054058772110068,-0.04129898548126221,-0.07297289371490479,-0.0035565437866083016,-0.06044137477874756,-0.07673639059066772,-0.0050710163196256985,-0.07357430458068848,-0.07594221830368042,-0.00731259473838719,-0.04009276628494263,-0.056921184062957764,-0.003921358671568953,-0.0600435733795166,-0.03925985097885132,-0.009850831062131249,-0.07076781988143921,-0.026048660278320312,-0.015667076513700806,-0.07998961210250854,-0.01554793119430542,-0.01980263117008718,-0.036652207374572754,-0.030330419540405273,-0.00585561228223952,-0.058285534381866455,-0.011451780796051025,-0.009800885163777195,-0.071327805519104,-0.0012636780738830566,-0.01432931824826511,-0.08158618211746216,0.008858203887939453,-0.019112105772428833,-0.03269791603088379,-0.004679441452026367,-0.008104929991596066,-0.05349898338317871,0.010217487812042236,-0.012048756063514077,-0.06668531894683838,0.0174674391746521,-0.014976407692365967,-0.0770491361618042,0.02373957633972168,-0.01797041419201406,-0.028173327445983887,0.017554640769958496,-0.010492070869140946,-0.044838547706604004,0.02890115976333618,-0.014115926169388615,-0.055520474910736084,0.03441619873046875,-0.015757150307827317,-0.06433552503585815,0.04013091325759888,-0.017399411008291565
african beer,-0.0,0.0,0.0,-0.0152510404586792,-0.03235906362533569,-0.0032020724264185674,-0.03646308183670044,-0.05738013982772827,-0.005402338307092691,-0.05331015586853027,-0.07203316688537598,-0.007122686680148149,-0.06533476710319519,-0.08815336227416992,-0.008566215250382925,-0.027969568967819214,-0.05339550971984863,-0.00848808194298556,-0.0398918092250824,-0.053929150104522705,-0.013791157480071092,-0.047868818044662476,-0.04771101474761963,-0.017030470620582605,-0.055104464292526245,-0.042718470096588135,-0.019356150727460886,-0.024082332849502563,-0.029139041900634766,-0.010002442251632715,-0.03819206357002258,-0.026500940322875977,-0.014256550546477342,-0.048288971185684204,-0.020080208778381348,-0.016119672532866502,-0.056504637002944946,-0.014714598655700684,-0.018124877091239,-0.02024194598197937,-0.0034341812133789062,-0.011770343024025465,-0.034659743309020996,-0.0013636946678161621,-0.01679654287893584,-0.04495742917060852,0.004801392555236816,-0.017576538573692346,-0.05325049161911011,0.00844419002532959,-0.018196754704902673,-0.016375958919525146,0.022124648094177246,-0.01362702305216601,-0.029219359159469604,0.023190736770629883,-0.017571725498626733,-0.036680638790130615,0.026400625705718994,-0.017765708815048242,-0.0430031418800354,0.029021620750427246,-0.018005075480530763,-0.0,0.0,0.0,0.017159104347229004,-0.05007338523864746,-0.002054058772110068,0.04129898548126221,-0.07297289371490479,-0.0035565437866083016,0.06044137477874756,-0.07673639059066772,-0.0050710163196256985,0.07357430458068848,-0.07594221830368042,-0.00731259473838719,0.04009276628494263,-0.056921184062957764,-0.003921358671568953,0.0600435733795166,-0.03925985097885132,-0.009850831062131249,0.07076781988143921,-0.026048660278320312,-0.015667076513700806,0.07998961210250854,-0.01554793119430542,-0.01980263117008718,0.036652207374572754,-0.030330419540405273,-0.00585561228223952,0.058285534381866455,-0.011451780796051025,-0.009800885163777195,0.071327805519104,-0.0012636780738830566,-0.01432931824826511,0.08158618211746216,0.008858203887939453,-0.019112105772428833,0.03269791603088379,-0.004679441452026367,-0.008104929991596066,0.05349898338317871,0.010217487812042236,-0.012048756063514077,0.06668531894683838,0.0174674391746521,-0.014976407692365967,0.0770491361618042,0.02373957633972168,-0.01797041419201406,0.028173327445983887,0.017554640769958496,-0.010492070869140946,0.044838547706604004,0.02890115976333618,-0.014115926169388615,0.055520474910736084,0.03441619873046875,-0.015757150307827317,0.06433552503585815,0.04013091325759888,-0.017399411008291565
